,t_in,t_corridor,t_hall,t_out,t_s,AC_power,Time
2019-01-01 01:45:00+09:00,22.01,19.15,20.41,3.65,18.13,269.0,2019-01-01 01:45:00+09:00
2019-01-01 01:50:00+09:00,22.01,19.15,20.41,3.63,18.08,269.0,2019-01-01 01:50:00+09:00
2019-01-01 01:55:00+09:00,22.0,19.14,20.41,3.62,18.03,269.0,2019-01-01 01:55:00+09:00
2019-01-01 02:00:00+09:00,22.0,19.14,20.41,3.6,17.98,269.0,2019-01-01 02:00:00+09:00
2019-01-01 02:05:00+09:00,22.0,19.13,20.4,3.54,17.93,269.0,2019-01-01 02:05:00+09:00
2019-01-01 02:10:00+09:00,22.0,19.13,20.4,3.48,17.88,270.0,2019-01-01 02:10:00+09:00
2019-01-01 02:15:00+09:00,21.99,19.12,20.4,3.42,17.83,270.0,2019-01-01 02:15:00+09:00
2019-01-01 02:20:00+09:00,21.99,19.12,20.39,3.37,17.78,271.0,2019-01-01 02:20:00+09:00
2019-01-01 02:25:00+09:00,21.99,19.11,20.39,3.31,17.73,272.0,2019-01-01 02:25:00+09:00
2019-01-01 02:30:00+09:00,21.99,19.11,20.38,3.25,17.68,273.0,2019-01-01 02:30:00+09:00
2019-01-01 02:35:00+09:00,21.99,19.1,20.38,3.19,17.63,274.0,2019-01-01 02:35:00+09:00
2019-01-01 02:40:00+09:00,21.98,19.09,20.38,3.13,17.58,275.0,2019-01-01 02:40:00+09:00
2019-01-01 02:45:00+09:00,21.98,19.09,20.37,3.07,17.53,276.0,2019-01-01 02:45:00+09:00
2019-01-01 02:50:00+09:00,21.98,19.08,20.37,3.02,17.48,277.0,2019-01-01 02:50:00+09:00
2019-01-01 02:55:00+09:00,21.98,19.07,20.36,2.96,17.43,278.0,2019-01-01 02:55:00+09:00
2019-01-01 03:00:00+09:00,21.98,19.06,20.36,2.9,17.38,279.0,2019-01-01 03:00:00+09:00
2019-01-01 03:05:00+09:00,21.98,19.06,20.35,2.92,17.33,280.0,2019-01-01 03:05:00+09:00
2019-01-01 03:10:00+09:00,21.98,19.05,20.35,2.95,17.28,280.0,2019-01-01 03:10:00+09:00
2019-01-01 03:15:00+09:00,21.98,19.04,20.35,2.97,17.23,281.0,2019-01-01 03:15:00+09:00
2019-01-01 03:20:00+09:00,21.98,19.04,20.34,3.0,17.18,281.0,2019-01-01 03:20:00+09:00
2019-01-01 03:25:00+09:00,21.98,19.03,20.34,3.02,17.13,282.0,2019-01-01 03:25:00+09:00
2019-01-01 03:30:00+09:00,21.98,19.02,20.34,3.05,17.09,282.0,2019-01-01 03:30:00+09:00
2019-01-01 03:35:00+09:00,21.98,19.02,20.34,3.07,17.04,282.0,2019-01-01 03:35:00+09:00
2019-01-01 03:40:00+09:00,21.98,19.01,20.33,3.1,16.99,282.0,2019-01-01 03:40:00+09:00
2019-01-01 03:45:00+09:00,21.98,19.01,20.33,3.12,16.94,283.0,2019-01-01 03:45:00+09:00
2019-01-01 03:50:00+09:00,21.98,19.0,20.33,3.15,16.9,283.0,2019-01-01 03:50:00+09:00
2019-01-01 03:55:00+09:00,21.99,19.0,20.33,3.17,16.85,283.0,2019-01-01 03:55:00+09:00
2019-01-01 04:00:00+09:00,21.99,19.0,20.33,3.2,16.8,283.0,2019-01-01 04:00:00+09:00
2019-01-01 04:05:00+09:00,21.99,18.99,20.33,3.18,16.76,283.0,2019-01-01 04:05:00+09:00
2019-01-01 04:10:00+09:00,21.99,18.99,20.33,3.17,16.71,284.0,2019-01-01 04:10:00+09:00
2019-01-01 04:15:00+09:00,21.99,18.98,20.33,3.15,16.66,284.0,2019-01-01 04:15:00+09:00
2019-01-01 04:20:00+09:00,21.99,18.98,20.33,3.13,16.62,284.0,2019-01-01 04:20:00+09:00
2019-01-01 04:25:00+09:00,21.99,18.98,20.32,3.12,16.57,285.0,2019-01-01 04:25:00+09:00
2019-01-01 04:30:00+09:00,21.99,18.97,20.32,3.1,16.53,285.0,2019-01-01 04:30:00+09:00
2019-01-01 04:35:00+09:00,21.99,18.97,20.32,3.08,16.48,286.0,2019-01-01 04:35:00+09:00
2019-01-01 04:40:00+09:00,21.99,18.96,20.32,3.07,16.44,286.0,2019-01-01 04:40:00+09:00
2019-01-01 04:45:00+09:00,21.99,18.96,20.32,3.05,16.39,287.0,2019-01-01 04:45:00+09:00
2019-01-01 04:50:00+09:00,21.99,18.95,20.32,3.03,16.35,287.0,2019-01-01 04:50:00+09:00
2019-01-01 04:55:00+09:00,21.99,18.95,20.31,3.02,16.3,288.0,2019-01-01 04:55:00+09:00
2019-01-01 05:00:00+09:00,21.99,18.95,20.31,3.0,16.26,288.0,2019-01-01 05:00:00+09:00
2019-01-01 05:05:00+09:00,21.99,18.94,20.31,2.95,16.21,289.0,2019-01-01 05:05:00+09:00
2019-01-01 05:10:00+09:00,21.99,18.94,20.31,2.9,16.17,289.0,2019-01-01 05:10:00+09:00
2019-01-01 05:15:00+09:00,21.99,18.93,20.3,2.85,16.12,290.0,2019-01-01 05:15:00+09:00
2019-01-01 05:20:00+09:00,21.99,18.93,20.3,2.8,16.08,290.0,2019-01-01 05:20:00+09:00
2019-01-01 05:25:00+09:00,21.99,18.92,20.3,2.75,16.03,291.0,2019-01-01 05:25:00+09:00
2019-01-01 05:30:00+09:00,21.98,18.92,20.3,2.7,15.99,292.0,2019-01-01 05:30:00+09:00
2019-01-01 05:35:00+09:00,21.98,18.91,20.29,2.65,15.94,292.0,2019-01-01 05:35:00+09:00
2019-01-01 05:40:00+09:00,21.98,18.91,20.29,2.6,15.9,293.0,2019-01-01 05:40:00+09:00
2019-01-01 05:45:00+09:00,21.98,18.9,20.29,2.55,15.86,294.0,2019-01-01 05:45:00+09:00
2019-01-01 05:50:00+09:00,21.98,18.89,20.28,2.5,15.81,295.0,2019-01-01 05:50:00+09:00
2019-01-01 05:55:00+09:00,21.98,18.89,20.28,2.45,15.77,295.0,2019-01-01 05:55:00+09:00
2019-01-01 06:00:00+09:00,21.98,18.88,20.28,2.4,15.72,296.0,2019-01-01 06:00:00+09:00
2019-01-01 06:05:00+09:00,21.98,18.87,20.27,2.38,15.68,297.0,2019-01-01 06:05:00+09:00
2019-01-01 06:10:00+09:00,21.98,18.87,20.27,2.35,15.63,298.0,2019-01-01 06:10:00+09:00
2019-01-01 06:15:00+09:00,21.98,18.86,20.26,2.33,15.59,299.0,2019-01-01 06:15:00+09:00
2019-01-01 06:20:00+09:00,21.98,18.86,20.26,2.3,15.54,300.0,2019-01-01 06:20:00+09:00
2019-01-01 06:25:00+09:00,21.98,18.85,20.26,2.28,15.5,301.0,2019-01-01 06:25:00+09:00
2019-01-01 06:30:00+09:00,21.98,18.84,20.25,2.25,15.46,302.0,2019-01-01 06:30:00+09:00
2019-01-01 06:35:00+09:00,21.98,18.84,20.25,2.23,15.41,303.0,2019-01-01 06:35:00+09:00
2019-01-01 06:40:00+09:00,21.98,18.83,20.25,2.2,15.37,303.0,2019-01-01 06:40:00+09:00
2019-01-01 06:45:00+09:00,21.98,18.82,20.24,2.18,15.33,304.0,2019-01-01 06:45:00+09:00
2019-01-01 06:50:00+09:00,21.98,18.82,20.24,2.15,15.28,305.0,2019-01-01 06:50:00+09:00
2019-01-01 06:55:00+09:00,21.98,18.81,20.24,2.13,15.24,306.0,2019-01-01 06:55:00+09:00
2019-01-01 07:00:00+09:00,21.98,18.81,20.24,2.1,15.19,307.0,2019-01-01 07:00:00+09:00
2019-01-01 07:05:00+09:00,21.98,18.8,20.23,2.11,15.15,308.0,2019-01-01 07:05:00+09:00
2019-01-01 07:10:00+09:00,21.99,18.8,20.23,2.12,15.12,308.0,2019-01-01 07:10:00+09:00
2019-01-01 07:15:00+09:00,22.0,18.79,20.24,2.12,15.1,307.0,2019-01-01 07:15:00+09:00
2019-01-01 07:20:00+09:00,22.02,18.79,20.25,2.13,15.09,305.0,2019-01-01 07:20:00+09:00
2019-01-01 07:25:00+09:00,22.04,18.8,20.26,2.14,15.09,302.0,2019-01-01 07:25:00+09:00
2019-01-01 07:30:00+09:00,22.06,18.8,20.27,2.15,15.1,299.0,2019-01-01 07:30:00+09:00
2019-01-01 07:35:00+09:00,22.08,18.81,20.28,2.16,15.11,294.0,2019-01-01 07:35:00+09:00
2019-01-01 07:40:00+09:00,22.1,18.82,20.3,2.17,15.13,289.0,2019-01-01 07:40:00+09:00
2019-01-01 07:45:00+09:00,22.12,18.83,20.31,2.17,15.15,284.0,2019-01-01 07:45:00+09:00
2019-01-01 07:50:00+09:00,22.14,18.84,20.32,2.18,15.18,278.0,2019-01-01 07:50:00+09:00
2019-01-01 07:55:00+09:00,22.15,18.85,20.34,2.19,15.21,271.0,2019-01-01 07:55:00+09:00
2019-01-01 08:00:00+09:00,22.17,18.86,20.35,2.2,15.25,264.0,2019-01-01 08:00:00+09:00
2019-01-01 08:05:00+09:00,22.18,18.88,20.37,2.31,15.29,257.0,2019-01-01 08:05:00+09:00
2019-01-01 08:10:00+09:00,22.28,18.9,20.41,2.42,15.36,239.0,2019-01-01 08:10:00+09:00
2019-01-01 08:15:00+09:00,22.33,18.92,20.45,2.53,15.45,224.0,2019-01-01 08:15:00+09:00
2019-01-01 08:20:00+09:00,22.39,18.95,20.49,2.63,15.56,206.0,2019-01-01 08:20:00+09:00
2019-01-01 08:25:00+09:00,22.43,18.98,20.52,2.74,15.68,189.0,2019-01-01 08:25:00+09:00
2019-01-01 08:30:00+09:00,22.47,19.01,20.56,2.85,15.81,172.0,2019-01-01 08:30:00+09:00
2019-01-01 08:35:00+09:00,22.51,19.04,20.59,2.96,15.96,154.0,2019-01-01 08:35:00+09:00
2019-01-01 08:40:00+09:00,22.54,19.07,20.63,3.07,16.12,136.0,2019-01-01 08:40:00+09:00
2019-01-01 08:45:00+09:00,22.57,19.11,20.66,3.18,16.3,129.0,2019-01-01 08:45:00+09:00
2019-01-01 08:50:00+09:00,22.6,19.15,20.7,3.28,16.49,129.0,2019-01-01 08:50:00+09:00
2019-01-01 08:55:00+09:00,22.63,19.19,20.73,3.39,16.7,129.0,2019-01-01 08:55:00+09:00
2019-01-01 09:00:00+09:00,22.65,19.23,20.76,3.5,16.92,128.0,2019-01-01 09:00:00+09:00
2019-01-01 09:05:00+09:00,22.67,19.27,20.79,3.66,17.16,128.0,2019-01-01 09:05:00+09:00
2019-01-01 09:10:00+09:00,22.66,19.31,20.81,3.82,17.38,128.0,2019-01-01 09:10:00+09:00
2019-01-01 09:15:00+09:00,22.61,19.35,20.82,3.97,17.61,127.0,2019-01-01 09:15:00+09:00
2019-01-01 09:20:00+09:00,22.6,19.39,20.83,4.13,17.84,10.0,2019-01-01 09:20:00+09:00
2019-01-01 09:25:00+09:00,22.63,19.43,20.85,4.29,18.07,10.0,2019-01-01 09:25:00+09:00
2019-01-01 09:30:00+09:00,22.68,19.47,20.88,4.45,18.29,10.0,2019-01-01 09:30:00+09:00
2019-01-01 09:35:00+09:00,22.74,19.51,20.93,4.61,18.52,10.0,2019-01-01 09:35:00+09:00
2019-01-01 09:40:00+09:00,22.81,19.55,20.98,4.77,18.75,10.0,2019-01-01 09:40:00+09:00
2019-01-01 09:45:00+09:00,22.89,19.6,21.03,4.92,18.98,10.0,2019-01-01 09:45:00+09:00
2019-01-01 09:50:00+09:00,22.98,19.65,21.09,5.08,19.21,10.0,2019-01-01 09:50:00+09:00
2019-01-01 09:55:00+09:00,23.07,19.7,21.16,5.24,19.44,10.0,2019-01-01 09:55:00+09:00
2019-01-01 10:00:00+09:00,23.17,19.75,21.23,5.4,19.67,10.0,2019-01-01 10:00:00+09:00
2019-01-01 10:05:00+09:00,23.26,19.81,21.3,5.49,19.9,10.0,2019-01-01 10:05:00+09:00
2019-01-01 10:10:00+09:00,23.36,19.86,21.38,5.58,20.13,10.0,2019-01-01 10:10:00+09:00
2019-01-01 10:15:00+09:00,23.46,19.92,21.45,5.68,20.35,10.0,2019-01-01 10:15:00+09:00
2019-01-01 10:20:00+09:00,23.56,19.98,21.53,5.77,20.59,10.0,2019-01-01 10:20:00+09:00
2019-01-01 10:25:00+09:00,23.65,20.04,21.61,5.86,20.81,10.0,2019-01-01 10:25:00+09:00
2019-01-01 10:30:00+09:00,23.75,20.1,21.69,5.95,21.04,10.0,2019-01-01 10:30:00+09:00
2019-01-01 10:35:00+09:00,23.85,20.16,21.77,6.04,21.27,10.0,2019-01-01 10:35:00+09:00
2019-01-01 10:40:00+09:00,23.95,20.23,21.85,6.13,21.49,10.0,2019-01-01 10:40:00+09:00
2019-01-01 10:45:00+09:00,24.04,20.29,21.93,6.23,21.71,10.0,2019-01-01 10:45:00+09:00
2019-01-01 10:50:00+09:00,24.14,20.35,22.01,6.32,21.93,10.0,2019-01-01 10:50:00+09:00
2019-01-01 10:55:00+09:00,24.23,20.42,22.09,6.41,22.15,10.0,2019-01-01 10:55:00+09:00
2019-01-01 11:00:00+09:00,24.33,20.48,22.17,6.5,22.37,10.0,2019-01-01 11:00:00+09:00
2019-01-01 11:05:00+09:00,24.42,20.55,22.25,6.62,22.58,10.0,2019-01-01 11:05:00+09:00
2019-01-01 11:10:00+09:00,24.51,20.62,22.33,6.73,22.79,10.0,2019-01-01 11:10:00+09:00
2019-01-01 11:15:00+09:00,24.61,20.68,22.41,6.85,23.0,10.0,2019-01-01 11:15:00+09:00
2019-01-01 11:20:00+09:00,24.7,20.75,22.49,6.97,23.21,10.0,2019-01-01 11:20:00+09:00
2019-01-01 11:25:00+09:00,24.78,20.81,22.57,7.08,23.41,10.0,2019-01-01 11:25:00+09:00
2019-01-01 11:30:00+09:00,24.87,20.88,22.64,7.2,23.61,10.0,2019-01-01 11:30:00+09:00
2019-01-01 11:35:00+09:00,24.96,20.94,22.72,7.32,23.81,10.0,2019-01-01 11:35:00+09:00
2019-01-01 11:40:00+09:00,25.04,21.01,22.8,7.43,24.01,10.0,2019-01-01 11:40:00+09:00
2019-01-01 11:45:00+09:00,25.13,21.07,22.87,7.55,24.2,10.0,2019-01-01 11:45:00+09:00
2019-01-01 11:50:00+09:00,25.21,21.14,22.95,7.67,24.39,10.0,2019-01-01 11:50:00+09:00
2019-01-01 11:55:00+09:00,25.29,21.2,23.02,7.78,24.58,10.0,2019-01-01 11:55:00+09:00
2019-01-01 12:00:00+09:00,25.37,21.27,23.1,7.9,24.77,10.0,2019-01-01 12:00:00+09:00
2019-01-01 12:05:00+09:00,25.45,21.33,23.17,7.93,24.96,10.0,2019-01-01 12:05:00+09:00
2019-01-01 12:10:00+09:00,25.53,21.39,23.25,7.95,25.14,10.0,2019-01-01 12:10:00+09:00
2019-01-01 12:15:00+09:00,25.6,21.46,23.32,7.98,25.32,10.0,2019-01-01 12:15:00+09:00
2019-01-01 12:20:00+09:00,25.68,21.52,23.39,8.0,25.5,10.0,2019-01-01 12:20:00+09:00
2019-01-01 12:25:00+09:00,25.75,21.59,23.47,8.03,25.68,10.0,2019-01-01 12:25:00+09:00
2019-01-01 12:30:00+09:00,25.83,21.65,23.54,8.05,25.86,10.0,2019-01-01 12:30:00+09:00
2019-01-01 12:35:00+09:00,25.9,21.72,23.61,8.08,26.03,10.0,2019-01-01 12:35:00+09:00
2019-01-01 12:40:00+09:00,25.97,21.78,23.69,8.1,26.21,10.0,2019-01-01 12:40:00+09:00
2019-01-01 12:45:00+09:00,26.04,21.85,23.76,8.13,26.38,10.0,2019-01-01 12:45:00+09:00
2019-01-01 12:50:00+09:00,26.11,21.91,23.83,8.15,26.55,10.0,2019-01-01 12:50:00+09:00
2019-01-01 12:55:00+09:00,26.19,21.97,23.9,8.18,26.72,10.0,2019-01-01 12:55:00+09:00
2019-01-01 13:00:00+09:00,26.26,22.04,23.98,8.2,26.89,10.0,2019-01-01 13:00:00+09:00
2019-01-01 13:05:00+09:00,26.34,22.1,24.05,8.19,27.06,10.0,2019-01-01 13:05:00+09:00
2019-01-01 13:10:00+09:00,26.4,22.17,24.12,8.18,27.22,10.0,2019-01-01 13:10:00+09:00
2019-01-01 13:15:00+09:00,26.47,22.23,24.19,8.18,27.38,10.0,2019-01-01 13:15:00+09:00
2019-01-01 13:20:00+09:00,26.53,22.29,24.27,8.17,27.54,10.0,2019-01-01 13:20:00+09:00
2019-01-01 13:25:00+09:00,26.6,22.36,24.34,8.16,27.7,10.0,2019-01-01 13:25:00+09:00
2019-01-01 13:30:00+09:00,26.67,22.42,24.41,8.15,27.85,10.0,2019-01-01 13:30:00+09:00
2019-01-01 13:35:00+09:00,26.74,22.48,24.48,8.14,28.0,10.0,2019-01-01 13:35:00+09:00
2019-01-01 13:40:00+09:00,26.82,22.55,24.55,8.13,28.15,10.0,2019-01-01 13:40:00+09:00
2019-01-01 13:45:00+09:00,26.89,22.61,24.63,8.13,28.29,10.0,2019-01-01 13:45:00+09:00
2019-01-01 13:50:00+09:00,26.96,22.67,24.7,8.12,28.43,10.0,2019-01-01 13:50:00+09:00
2019-01-01 13:55:00+09:00,27.03,22.74,24.77,8.11,28.57,10.0,2019-01-01 13:55:00+09:00
2019-01-01 14:00:00+09:00,27.1,22.8,24.84,8.1,28.71,10.0,2019-01-01 14:00:00+09:00
2019-01-01 14:05:00+09:00,27.17,22.86,24.92,8.06,28.84,10.0,2019-01-01 14:05:00+09:00
2019-01-01 14:10:00+09:00,27.22,22.93,24.98,8.02,28.96,10.0,2019-01-01 14:10:00+09:00
2019-01-01 14:15:00+09:00,27.25,22.99,25.03,7.98,29.06,10.0,2019-01-01 14:15:00+09:00
2019-01-01 14:20:00+09:00,27.28,23.04,25.08,7.93,29.15,10.0,2019-01-01 14:20:00+09:00
2019-01-01 14:25:00+09:00,27.29,23.1,25.13,7.89,29.23,10.0,2019-01-01 14:25:00+09:00
2019-01-01 14:30:00+09:00,27.3,23.15,25.16,7.85,29.3,10.0,2019-01-01 14:30:00+09:00
2019-01-01 14:35:00+09:00,27.3,23.2,25.19,7.81,29.36,10.0,2019-01-01 14:35:00+09:00
2019-01-01 14:40:00+09:00,27.28,23.24,25.21,7.77,29.41,10.0,2019-01-01 14:40:00+09:00
2019-01-01 14:45:00+09:00,27.26,23.28,25.23,7.72,29.44,10.0,2019-01-01 14:45:00+09:00
2019-01-01 14:50:00+09:00,27.23,23.32,25.24,7.68,29.47,10.0,2019-01-01 14:50:00+09:00
2019-01-01 14:55:00+09:00,27.19,23.35,25.24,7.64,29.49,10.0,2019-01-01 14:55:00+09:00
2019-01-01 15:00:00+09:00,27.15,23.38,25.24,7.6,29.5,10.0,2019-01-01 15:00:00+09:00
2019-01-01 15:05:00+09:00,27.1,23.41,25.23,7.57,29.51,10.0,2019-01-01 15:05:00+09:00
2019-01-01 15:10:00+09:00,27.04,23.43,25.21,7.53,29.5,10.0,2019-01-01 15:10:00+09:00
2019-01-01 15:15:00+09:00,26.97,23.45,25.19,7.5,29.47,10.0,2019-01-01 15:15:00+09:00
2019-01-01 15:20:00+09:00,26.89,23.46,25.16,7.47,29.43,10.0,2019-01-01 15:20:00+09:00
2019-01-01 15:25:00+09:00,26.79,23.46,25.11,7.43,29.38,10.0,2019-01-01 15:25:00+09:00
2019-01-01 15:30:00+09:00,26.69,23.46,25.07,7.4,29.32,10.0,2019-01-01 15:30:00+09:00
2019-01-01 15:35:00+09:00,26.58,23.46,25.01,7.37,29.26,10.0,2019-01-01 15:35:00+09:00
2019-01-01 15:40:00+09:00,26.47,23.45,24.95,7.33,29.18,10.0,2019-01-01 15:40:00+09:00
2019-01-01 15:45:00+09:00,26.34,23.44,24.88,7.3,29.09,10.0,2019-01-01 15:45:00+09:00
2019-01-01 15:50:00+09:00,26.21,23.42,24.8,7.27,29.0,10.0,2019-01-01 15:50:00+09:00
2019-01-01 15:55:00+09:00,26.07,23.4,24.72,7.23,28.88,10.0,2019-01-01 15:55:00+09:00
2019-01-01 16:00:00+09:00,25.92,23.37,24.62,7.2,28.77,10.0,2019-01-01 16:00:00+09:00
2019-01-01 16:05:00+09:00,25.76,23.33,24.52,7.12,28.64,10.0,2019-01-01 16:05:00+09:00
2019-01-01 16:10:00+09:00,25.64,23.3,24.43,7.03,28.51,10.0,2019-01-01 16:10:00+09:00
2019-01-01 16:15:00+09:00,25.5,23.26,24.34,6.95,28.38,10.0,2019-01-01 16:15:00+09:00
2019-01-01 16:20:00+09:00,25.37,23.21,24.24,6.87,28.25,10.0,2019-01-01 16:20:00+09:00
2019-01-01 16:25:00+09:00,25.24,23.16,24.14,6.78,28.13,10.0,2019-01-01 16:25:00+09:00
2019-01-01 16:30:00+09:00,25.11,23.11,24.04,6.7,28.0,10.0,2019-01-01 16:30:00+09:00
2019-01-01 16:35:00+09:00,24.98,23.06,23.95,6.62,27.88,10.0,2019-01-01 16:35:00+09:00
2019-01-01 16:40:00+09:00,24.86,23.01,23.85,6.53,27.76,10.0,2019-01-01 16:40:00+09:00
2019-01-01 16:45:00+09:00,24.74,22.95,23.75,6.45,27.64,10.0,2019-01-01 16:45:00+09:00
2019-01-01 16:50:00+09:00,24.63,22.89,23.66,6.37,27.52,10.0,2019-01-01 16:50:00+09:00
2019-01-01 16:55:00+09:00,24.52,22.84,23.57,6.28,27.41,10.0,2019-01-01 16:55:00+09:00
2019-01-01 17:00:00+09:00,24.41,22.78,23.48,6.2,27.3,10.0,2019-01-01 17:00:00+09:00
2019-01-01 17:05:00+09:00,24.3,22.72,23.39,6.14,27.19,10.0,2019-01-01 17:05:00+09:00
2019-01-01 17:10:00+09:00,24.21,22.66,23.31,6.08,27.09,10.0,2019-01-01 17:10:00+09:00
2019-01-01 17:15:00+09:00,24.12,22.6,23.23,6.02,26.98,10.0,2019-01-01 17:15:00+09:00
2019-01-01 17:20:00+09:00,24.03,22.54,23.15,5.97,26.88,10.0,2019-01-01 17:20:00+09:00
2019-01-01 17:25:00+09:00,23.94,22.48,23.07,5.91,26.77,10.0,2019-01-01 17:25:00+09:00
2019-01-01 17:30:00+09:00,23.85,22.42,22.99,5.85,26.67,10.0,2019-01-01 17:30:00+09:00
2019-01-01 17:35:00+09:00,23.76,22.36,22.92,5.79,26.57,10.0,2019-01-01 17:35:00+09:00
2019-01-01 17:40:00+09:00,23.67,22.31,22.84,5.73,26.47,10.0,2019-01-01 17:40:00+09:00
2019-01-01 17:45:00+09:00,23.59,22.25,22.76,5.67,26.37,10.0,2019-01-01 17:45:00+09:00
2019-01-01 17:50:00+09:00,23.5,22.19,22.69,5.62,26.28,10.0,2019-01-01 17:50:00+09:00
2019-01-01 17:55:00+09:00,23.41,22.13,22.61,5.56,26.18,10.0,2019-01-01 17:55:00+09:00
2019-01-01 18:00:00+09:00,23.33,22.07,22.54,5.5,26.08,10.0,2019-01-01 18:00:00+09:00
2019-01-01 18:05:00+09:00,23.24,22.01,22.47,5.43,25.99,10.0,2019-01-01 18:05:00+09:00
2019-01-01 18:10:00+09:00,23.16,21.94,22.39,5.37,25.9,10.0,2019-01-01 18:10:00+09:00
2019-01-01 18:15:00+09:00,23.07,21.88,22.32,5.3,25.8,10.0,2019-01-01 18:15:00+09:00
2019-01-01 18:20:00+09:00,22.99,21.82,22.24,5.23,25.71,10.0,2019-01-01 18:20:00+09:00
2019-01-01 18:25:00+09:00,22.91,21.76,22.17,5.17,25.62,10.0,2019-01-01 18:25:00+09:00
2019-01-01 18:30:00+09:00,22.83,21.7,22.1,5.1,25.53,10.0,2019-01-01 18:30:00+09:00
2019-01-01 18:35:00+09:00,22.75,21.64,22.03,5.03,25.44,10.0,2019-01-01 18:35:00+09:00
2019-01-01 18:40:00+09:00,22.67,21.58,21.96,4.97,25.35,10.0,2019-01-01 18:40:00+09:00
2019-01-01 18:45:00+09:00,22.58,21.52,21.88,4.9,25.26,10.0,2019-01-01 18:45:00+09:00
2019-01-01 18:50:00+09:00,22.51,21.46,21.81,4.83,25.17,10.0,2019-01-01 18:50:00+09:00
2019-01-01 18:55:00+09:00,22.43,21.39,21.74,4.77,25.08,10.0,2019-01-01 18:55:00+09:00
2019-01-01 19:00:00+09:00,22.35,21.33,21.67,4.7,24.99,10.0,2019-01-01 19:00:00+09:00
2019-01-01 19:05:00+09:00,22.27,21.27,21.6,4.65,24.9,10.0,2019-01-01 19:05:00+09:00
2019-01-01 19:10:00+09:00,22.22,21.21,21.54,4.6,24.82,10.0,2019-01-01 19:10:00+09:00
2019-01-01 19:15:00+09:00,22.15,21.15,21.47,4.55,24.73,133.0,2019-01-01 19:15:00+09:00
2019-01-01 19:20:00+09:00,22.09,21.09,21.41,4.5,24.65,133.0,2019-01-01 19:20:00+09:00
2019-01-01 19:25:00+09:00,22.03,21.03,21.35,4.45,24.56,133.0,2019-01-01 19:25:00+09:00
2019-01-01 19:30:00+09:00,21.98,20.97,21.29,4.4,24.48,133.0,2019-01-01 19:30:00+09:00
2019-01-01 19:35:00+09:00,21.93,20.91,21.24,4.35,24.39,133.0,2019-01-01 19:35:00+09:00
2019-01-01 19:40:00+09:00,21.89,20.86,21.18,4.3,24.31,133.0,2019-01-01 19:40:00+09:00
2019-01-01 19:45:00+09:00,21.86,20.8,21.14,4.25,24.22,133.0,2019-01-01 19:45:00+09:00
2019-01-01 19:50:00+09:00,21.83,20.75,21.09,4.2,24.14,133.0,2019-01-01 19:50:00+09:00
2019-01-01 19:55:00+09:00,21.81,20.69,21.05,4.15,24.06,134.0,2019-01-01 19:55:00+09:00
2019-01-01 20:00:00+09:00,21.8,20.64,21.02,4.1,23.98,134.0,2019-01-01 20:00:00+09:00
